date,dow,month,dayofyear,temp_c,is_holiday,is_summer_break,y_kwh,is_weekend,weekofyear
2025-05-24,5,5,144,6.179120862931494,0,0,413.9,1,21
2025-05-25,6,5,145,4.62843489714418,0,0,445.3,1,21
2025-05-26,0,5,146,7.819264994087951,0,0,552.7,0,22
2025-05-27,1,5,147,6.771755768585107,0,0,494.9,0,22
2025-05-28,2,5,148,8.4530625682344,0,0,519.0,0,22
2025-05-29,3,5,149,8.18957069650363,0,0,484.9,0,22
2025-05-30,4,5,150,11.508720948168,0,0,486.3,0,22
2025-05-31,5,5,151,7.986842032313074,0,0,427.8,1,22
2025-06-01,6,6,152,6.579994323394429,0,0,427.3,1,22
2025-06-02,0,6,153,9.147974728059923,0,0,455.2,0,23
2025-06-03,1,6,154,9.392801036851898,0,0,483.5,0,23
2025-06-04,2,6,155,11.835468743385697,0,0,443.3,0,23
2025-06-05,3,6,156,10.9524551071178,0,0,482.5,0,23
2025-06-06,4,6,157,10.16191798706529,0,0,494.1,0,23
2025-06-07,5,6,158,12.54148003049836,0,0,419.3,1,23
2025-06-08,6,6,159,7.40475231578948,0,0,414.7,1,23
2025-06-09,0,6,160,8.670835794805551,0,0,479.0,0,24
2025-06-10,1,6,161,8.265853941070974,0,0,460.0,0,24
2025-06-11,2,6,162,9.508609797586464,0,0,486.5,0,24
2025-06-12,3,6,163,7.704587229260488,0,0,421.3,0,24
2025-06-13,4,6,164,11.898447853062802,0,0,446.1,0,24
2025-06-14,5,6,165,10.354292953978948,0,0,359.1,1,24
2025-06-15,6,6,166,8.028073620562896,0,0,376.3,1,24
2025-06-16,0,6,167,9.10978079497159,0,0,493.3,0,25
2025-06-17,1,6,168,11.939473610088996,0,0,472.9,0,25
2025-06-18,2,6,169,13.160409467094679,0,0,428.3,0,25
2025-06-19,3,6,170,15.649481177247493,0,0,401.0,0,25
2025-06-20,4,6,171,17.655709177832055,0,0,358.2,0,25
2025-06-21,5,6,172,12.828818866551993,0,0,383.5,1,25
2025-06-22,6,6,173,10.192939514118876,0,0,463.3,1,25
2025-06-23,0,6,174,8.079888044673462,0,0,466.7,0,26
2025-06-24,1,6,175,13.051266593381754,0,0,427.6,0,26
2025-06-25,2,6,176,11.061671894190741,0,0,457.9,0,26
2025-06-26,3,6,177,12.028346522253957,0,0,403.9,0,26
2025-06-27,4,6,178,11.806120192312171,0,0,435.4,0,26
2025-06-28,5,6,179,12.919679878990733,0,0,394.8,1,26
2025-06-29,6,6,180,15.503814502141294,0,0,383.4,1,26
2025-06-30,0,6,181,13.856137610517584,0,0,455.2,0,27
2025-07-01,1,7,182,13.394500922024623,0,1,414.2,0,27
2025-07-02,2,7,183,11.809686670466354,0,1,425.7,0,27
2025-07-03,3,7,184,10.700295250286239,0,1,394.1,0,27
2025-07-04,4,7,185,13.245105757418155,0,1,427.0,0,27
2025-07-05,5,7,186,14.277560650304123,0,1,399.4,1,27
2025-07-06,6,7,187,18.087683958393495,0,1,325.6,1,27
2025-07-07,0,7,188,14.97831642765713,0,1,376.8,0,28
2025-07-08,1,7,189,16.848385429141292,0,1,427.4,0,28
2025-07-09,2,7,190,14.048601134013328,0,1,395.8,0,28
2025-07-10,3,7,191,12.84068900901866,0,1,438.3,0,28
2025-07-11,4,7,192,13.442777166897098,0,1,390.4,0,28
2025-07-12,5,7,193,14.083994583669371,0,1,393.3,1,28
2025-07-13,6,7,194,19.95177629934416,0,1,347.2,1,28
2025-07-14,0,7,195,14.211360236094484,0,1,405.3,0,29
2025-07-15,1,7,196,17.689268261947696,0,1,429.3,0,29
2025-07-16,2,7,197,14.363404457113234,0,1,389.1,0,29
2025-07-17,3,7,198,18.188140047088275,0,1,365.1,0,29
2025-07-18,4,7,199,17.24935132629064,0,1,379.6,0,29
2025-07-19,5,7,200,16.319303430358737,0,1,362.4,1,29
2025-07-20,6,7,201,16.702813150276143,0,1,311.0,1,29
2025-07-21,0,7,202,15.625106025913594,0,1,410.6,0,30
2025-07-22,1,7,203,17.975708782339282,0,1,375.4,0,30
2025-07-23,2,7,204,16.320976072809767,0,1,421.7,0,30
2025-07-24,3,7,205,14.925562239871645,0,1,336.6,0,30
2025-07-25,4,7,206,14.965138278819971,0,1,376.8,0,30
2025-07-26,5,7,207,18.008795166258764,0,1,305.4,1,30
2025-07-27,6,7,208,20.96273179091185,0,1,320.5,1,30
2025-07-28,0,7,209,18.26374479299671,0,1,394.9,0,31
2025-07-29,1,7,210,17.843938346715653,0,1,385.4,0,31
2025-07-30,2,7,211,18.788521181870564,0,1,381.5,0,31
2025-07-31,3,7,212,20.962686618281086,0,1,378.7,0,31
2025-08-01,4,8,213,18.921383100484835,0,1,393.0,0,31
2025-08-02,5,8,214,17.790780287988913,0,1,324.0,1,31
2025-08-03,6,8,215,20.95327203666594,0,1,360.2,1,31
2025-08-04,0,8,216,19.72427268037478,0,1,403.4,0,32
2025-08-05,1,8,217,22.062304989647544,0,1,391.0,0,32
2025-08-06,2,8,218,19.479226394181964,0,1,402.1,0,32
2025-08-07,3,8,219,16.783679190996384,0,1,402.6,0,32
2025-08-08,4,8,220,16.614018342838083,0,1,446.9,0,32
2025-08-09,5,8,221,22.76773700978663,0,1,338.4,1,32
2025-08-10,6,8,222,23.026547716540065,0,1,332.7,1,32
2025-08-11,0,8,223,19.33127016602398,0,1,371.9,0,33
2025-08-12,1,8,224,19.0327505818952,0,1,366.2,0,33
2025-08-13,2,8,225,22.828522553599885,0,1,352.0,0,33
2025-08-14,3,8,226,17.795711945695928,0,1,373.9,0,33
2025-08-15,4,8,227,18.32214838287397,1,1,346.2,0,33
2025-08-16,5,8,228,21.49765476750698,0,1,355.0,1,33
2025-08-17,6,8,229,19.51875992240207,0,1,352.9,1,33
2025-08-18,0,8,230,20.39223696263833,0,1,373.0,0,34
2025-08-19,1,8,231,20.16761899776578,0,1,415.9,0,34
2025-08-20,2,8,232,21.259164330516782,0,1,409.8,0,34
2025-08-21,3,8,233,23.485949245439514,0,1,382.4,0,34
2025-08-22,4,8,234,20.936559742389797,0,1,377.2,0,34
2025-08-23,5,8,235,22.12508106017369,0,1,363.2,1,34
2025-08-24,6,8,236,16.816057745906825,0,1,366.9,1,34
2025-08-25,0,8,237,20.895525111670015,0,1,359.8,0,35
2025-08-26,1,8,238,19.380400180392243,0,1,398.9,0,35
2025-08-27,2,8,239,18.70045037561936,0,1,409.8,0,35
2025-08-28,3,8,240,19.450283434244927,0,1,379.7,0,35
2025-08-29,4,8,241,20.604128580777914,0,1,404.8,0,35
2025-08-30,5,8,242,23.167223995891238,0,1,315.9,1,35
2025-08-31,6,8,243,18.742914424051495,0,1,396.7,1,35
2025-09-01,0,9,244,21.514463454320154,0,0,461.8,0,36
2025-09-02,1,9,245,20.539564857958677,0,0,428.1,0,36
2025-09-03,2,9,246,,0,0,443.5,0,36
2025-09-04,3,9,247,23.614369906184184,0,0,367.6,0,36
2025-09-05,4,9,248,22.731302532151215,0,0,402.5,0,36
2025-09-06,5,9,249,24.373228184558425,0,0,374.9,1,36
2025-09-07,6,9,250,21.429911000650122,0,0,363.8,1,36
2025-09-08,0,9,251,20.384645621475237,0,0,490.2,0,37
2025-09-09,1,9,252,21.36352866395612,0,0,489.7,0,37
2025-09-10,2,9,253,22.328052027532774,0,0,408.8,0,37
2025-09-11,3,9,254,22.22510458981751,0,0,418.7,0,37
2025-09-12,4,9,255,19.729159885203984,0,0,453.9,0,37
2025-09-13,5,9,256,22.101964791173437,0,0,435.4,1,37
2025-09-14,6,9,257,22.397555307300227,0,0,364.9,1,37
2025-09-15,0,9,258,26.993218410168435,0,0,437.0,0,38
2025-09-16,1,9,259,25.726184433336794,0,0,481.2,0,38
2025-09-17,2,9,260,20.27728236355378,0,0,411.4,0,38
2025-09-18,3,9,261,21.4173218375814,0,0,418.7,0,38
2025-09-19,4,9,262,19.07056723325173,0,0,448.3,0,38
2025-09-20,5,9,263,20.818441478580215,0,0,393.5,1,38
2025-09-21,6,9,264,22.630510665142737,0,0,423.3,1,38
2025-09-22,0,9,265,24.407494097255423,0,0,453.3,0,39
2025-09-23,1,9,266,20.531147463361357,0,0,415.6,0,39
2025-09-24,2,9,267,20.671594543020394,0,0,473.9,0,39
2025-09-25,3,9,268,17.67292843873662,0,0,456.8,0,39
2025-09-26,4,9,269,21.626844186647478,0,0,492.8,0,39
2025-09-27,5,9,270,19.80907172453981,0,0,402.1,1,39
2025-09-28,6,9,271,20.85380661305511,0,0,400.4,1,39
2025-09-29,0,9,272,20.13481550787071,0,0,483.2,0,40
2025-09-30,1,9,273,21.672937374910834,0,0,485.6,0,40
2025-10-01,2,10,274,18.316012954508235,0,0,489.3,0,40
2025-10-02,3,10,275,18.864477210176684,0,0,435.8,0,40
2025-10-03,4,10,276,26.02126033492592,0,0,471.1,0,40
2025-10-04,5,10,277,19.149230398671907,0,0,402.9,1,40
2025-10-05,6,10,278,19.48893634425744,0,0,435.1,1,40
2025-10-06,0,10,279,25.311901288009935,0,0,428.5,0,41
2025-10-07,1,10,280,27.400923238821946,0,0,470.3,0,41
2025-10-08,2,10,281,19.1975322429277,0,0,465.8,0,41
2025-10-09,3,10,282,,0,0,450.6,0,41
2025-10-10,4,10,283,22.11507576144688,0,0,497.8,0,41
2025-10-11,5,10,284,24.830814673454956,0,0,428.5,1,41
2025-10-12,6,10,285,19.338386207265472,0,0,423.8,1,41
2025-10-13,0,10,286,20.757470051400873,0,0,525.0,0,42
2025-10-14,1,10,287,22.73588963496785,0,0,473.1,0,42
2025-10-15,2,10,288,21.98121850225987,0,0,657.1,0,42
2025-10-16,3,10,289,20.287149786763813,0,0,501.6,0,42
2025-10-17,4,10,290,20.696916653873494,0,0,479.6,0,42
2025-10-18,5,10,291,18.137218861552952,0,0,462.7,1,42
2025-10-19,6,10,292,20.330481076352147,0,0,432.7,1,42
2025-10-20,0,10,293,20.191265588031705,0,0,491.1,0,43
2025-10-21,1,10,294,21.103010767089863,0,0,534.1,0,43
2025-10-22,2,10,295,19.440090648258902,0,0,480.9,0,43
2025-10-23,3,10,296,21.403365926007616,0,0,441.8,0,43
2025-10-24,4,10,297,22.392760775984577,0,0,540.7,0,43
2025-10-25,5,10,298,20.58275202779943,0,0,517.4,1,43
2025-10-26,6,10,299,20.877522635047598,1,0,389.5,1,43
2025-10-27,0,10,300,20.18001813817923,0,0,463.9,0,44
2025-10-28,1,10,301,19.971184714054772,0,0,506.8,0,44
2025-10-29,2,10,302,18.422849593780327,0,0,514.0,0,44
2025-10-30,3,10,303,20.391576251416442,0,0,511.5,0,44
2025-10-31,4,10,304,19.454340707514245,0,0,493.0,0,44
2025-11-01,5,11,305,23.72331326179033,0,0,468.4,1,44
2025-11-02,6,11,306,22.569518875820307,0,0,471.8,1,44
2025-11-03,0,11,307,20.078138074297918,0,0,486.0,0,45
2025-11-04,1,11,308,17.661804353494695,0,0,550.5,0,45
2025-11-05,2,11,309,16.84244261180932,0,0,588.6,0,45
2025-11-06,3,11,310,21.326806927266492,0,0,528.0,0,45
2025-11-07,4,11,311,19.345219941198902,0,0,523.5,0,45
2025-11-08,5,11,312,19.65319070219579,0,0,471.9,1,45
2025-11-09,6,11,313,15.074933788030995,0,0,506.1,1,45
2025-11-10,0,11,314,20.28824216716128,0,0,489.9,0,46
2025-11-11,1,11,315,19.20956158627241,0,0,542.4,0,46
2025-11-12,2,11,316,15.945350762127426,0,0,541.2,0,46
2025-11-13,3,11,317,17.086829055794816,0,0,594.7,0,46
2025-11-14,4,11,318,18.419195281036,0,0,541.0,0,46
2025-11-15,5,11,319,17.856833203832263,0,0,531.8,1,46
2025-11-16,6,11,320,17.025993890676567,0,0,466.4,1,46
2025-11-17,0,11,321,17.260136192554018,0,0,568.3,0,47
2025-11-18,1,11,322,16.81831663206063,0,0,564.6,0,47
2025-11-19,2,11,323,17.480980126736828,0,0,534.0,0,47
2025-11-20,3,11,324,19.970891143779355,0,0,552.8,0,47
2025-11-21,4,11,325,11.745154572560526,0,0,608.9,0,47
2025-11-22,5,11,326,16.253891563843407,0,0,495.8,1,47
2025-11-23,6,11,327,16.928338603487404,0,0,460.7,1,47
2025-11-24,0,11,328,17.01366949904492,0,0,563.7,0,48
2025-11-25,1,11,329,15.522911669256668,0,0,548.2,0,48
2025-11-26,2,11,330,12.597093981913186,0,0,573.9,0,48
2025-11-27,3,11,331,16.60910885507737,0,0,567.4,0,48
2025-11-28,4,11,332,19.249228865573812,0,0,518.7,0,48
2025-11-29,5,11,333,12.567093314996788,0,0,483.4,1,48
2025-11-30,6,11,334,17.201684239239153,0,0,522.2,1,48
2025-12-01,0,12,335,14.655161831771078,0,0,568.4,0,49
2025-12-02,1,12,336,15.026767515631825,0,0,517.2,0,49
2025-12-03,2,12,337,12.879891152229304,0,0,609.9,0,49
2025-12-04,3,12,338,14.15216428210744,0,0,593.7,0,49
2025-12-05,4,12,339,17.255719467438478,0,0,559.0,0,49
2025-12-06,5,12,340,15.65470856951308,0,0,488.5,1,49
2025-12-07,6,12,341,17.78705245091059,0,0,536.4,1,49
2025-12-08,0,12,342,16.509596928422688,0,0,591.6,0,50
2025-12-09,1,12,343,14.864652786660864,0,0,844.2,0,50
2025-12-10,2,12,344,17.305466928249338,0,0,592.6,0,50
2025-12-11,3,12,345,14.526164784048577,0,0,602.9,0,50
2025-12-12,4,12,346,15.134247688299423,0,0,587.9,0,50
2025-12-13,5,12,347,12.714784851498177,0,0,558.1,1,50
2025-12-14,6,12,348,13.270286777577907,0,0,552.3,1,50
2025-12-15,0,12,349,11.571279372211478,0,0,639.4,0,51
2025-12-16,1,12,350,14.773940868425916,0,0,584.2,0,51
2025-12-17,2,12,351,10.26657654731352,0,0,603.9,0,51
2025-12-18,3,12,352,14.016110862575042,0,0,589.8,0,51
2025-12-19,4,12,353,11.898200867391784,0,0,630.3,0,51
2025-12-20,5,12,354,14.450007264569859,0,0,575.1,1,51
2025-12-21,6,12,355,13.437229335481469,0,0,530.2,1,51
2025-12-22,0,12,356,15.404781042841288,0,0,589.3,0,52
2025-12-23,1,12,357,13.053105466844329,0,0,617.3,0,52
2025-12-24,2,12,358,8.275663795405716,0,0,621.9,0,52
2025-12-25,3,12,359,11.114197890056014,1,0,567.8,0,52
2025-12-26,4,12,360,8.732672277856455,1,0,496.2,0,52
2025-12-27,5,12,361,9.868982628778294,0,0,536.9,1,52
2025-12-28,6,12,362,13.757178698166612,0,0,525.6,1,52
2025-12-29,0,12,363,11.839343387677278,0,0,560.1,0,1
2025-12-30,1,12,364,8.99639369689257,0,0,605.3,0,1
2025-12-31,2,12,365,8.197273775248853,0,0,610.1,0,1
2026-01-01,3,1,1,10.07908475695081,1,0,546.4,0,1
2026-01-02,4,1,2,7.412106550770443,0,0,665.0,0,1
2026-01-03,5,1,3,8.335290205116134,0,0,560.3,1,1
2026-01-04,6,1,4,10.134620857564823,0,0,535.0,1,1
2026-01-05,0,1,5,11.654993794172832,0,0,621.1,0,2
2026-01-06,1,1,6,10.396446317629685,0,0,654.0,0,2
2026-01-07,2,1,7,4.431732809166598,0,0,626.2,0,2
2026-01-08,3,1,8,9.459317250771,0,0,609.2,0,2
2026-01-09,4,1,9,8.831854868448291,0,0,648.7,0,2
2026-01-10,5,1,10,9.35375235890261,0,0,559.9,1,2
2026-01-11,6,1,11,11.59760323847335,0,0,574.3,1,2
2026-01-12,0,1,12,4.078995009145071,0,0,653.2,0,3
2026-01-13,1,1,13,6.864675261968637,0,0,660.7,0,3
2026-01-14,2,1,14,9.07127509871636,0,0,609.1,0,3
2026-01-15,3,1,15,4.570070369192869,0,0,651.9,0,3
2026-01-16,4,1,16,10.530216576436297,0,0,624.5,0,3
2026-01-17,5,1,17,8.161399464658805,0,0,540.2,1,3
2026-01-18,6,1,18,8.965575878824032,0,0,528.9,1,3
2026-01-19,0,1,19,5.979641222533292,0,0,664.4,0,4
2026-01-20,1,1,20,8.599620182139377,0,0,628.5,0,4
2026-01-21,2,1,21,8.961088009446188,0,0,610.4,0,4
2026-01-22,3,1,22,7.14348465179994,0,0,640.4,0,4
2026-01-23,4,1,23,7.001689056711453,0,0,671.4,0,4
2026-01-24,5,1,24,6.930350216279774,0,0,517.7,1,4
2026-01-25,6,1,25,4.521409863401462,0,0,545.3,1,4
2026-01-26,0,1,26,5.8131817671963315,0,0,624.3,0,5
2026-01-27,1,1,27,5.665076264400568,0,0,684.3,0,5
2026-01-28,2,1,28,6.600575597750607,0,0,651.0,0,5
2026-01-29,3,1,29,7.698927583976903,0,0,658.7,0,5
2026-01-30,4,1,30,3.449562631998264,0,0,626.9,0,5
2026-01-31,5,1,31,5.185876177381465,0,0,551.2,1,5
